number,title,classification,timestamp,latitude,longitude,year,State,report_number,observed
65924,"Report 65924: Camper hears Wood Knocks, Whoops and has a possible sighting on the St. Joe River",Class B,2020-08-08T12:00:00Z,47.23444,-115.6292,2020,Idaho,65924.0,"I had a strange occurrence happen on August 8, 2020 at approximately 9:30 PM when I was camping on the Saint Joe River in Idaho. It is the second time I’ve had an experience by the Saint Joe River. I would rather give a verbal explanation to someone rather than trying to type it out. Basically the first one was about 8 years ago a neighboring camper was chopping wood for about 10 or 15 minutes and after he quit I heard two wood knocks above the road and above the campground that kind of freaked me out. I got up and went and looked and there was something on the road above us that was staring down at me don’t know what it was but it was there. This last weekend August 8 I heard three Whoops or long group calls over the sound of my music when I turn my music off I heard nothing I would like to give a verbal description of what I encountered so if you’re interested call me. No one was camping within 1/2 miles of me and that’s what made me wonder what is going on."
67192,Report 67192: Wood Knocks and Vocalizations are heard then something hits the side of a remote cabin,Class B,2020-10-15T12:00:00Z,47.23455,-116.7369,2020,Idaho,67192.0,So I was laying in bed at my cabin near Saint Marie’s Idaho in Benewah Creek Road up in the mountain and I heard what sounded like wood knocks get closer and closer and it was just my mom and I at the cabin and I didn’t hear foot steps but something that sounded like a hand hit the wall where I was sleeping and startled me to death and it could not be any other animal but a Sasquatch. All the other animals are to scared to come near the cabin and the sound was so loud it shook the wall where I was sleeping I had to move up to the loft to be able to sleep because I was on the first floor of the cabin. That sound has not left my head and I knew exactly what it was. Thank you for listening to my story and I know for sure that it was moose  elk deer bear it was a big animal and I always hear wood knocks and it feels like you are being watched my family owns 120 acres of land on a mountain and we have hundreds and hundreds of logging roads behind our cabin.
67401,Report 67401: Hunter gets spooked by loud knocks 7 miles south of Bovill,Class B,2020-10-09T12:00:00Z,46.75473,-116.4292,2020,Idaho,67401.0,"Hi. I don’t know how to start this off but here it goes: I am a 35 yr male disabled combat veteran (Iraq/Afghanistan) I’ve hunted this land for the last 5 years ish. It was the 9th of October and I had camp set up. Wife was getting off early and the kids were in school. They were coming to meet me there in the afternoon. I decided to go see if I could locate a small pocket of elk and shoot some grouse. I took my SxS down a normal trail that I somewhat frequent looking for my last 2 birds. It’s a old log road that dead ends. Immediately shot 1 soon as I got off the SxS. Got him and figured hey it’s a dead end, I’ll walk this and see if I can find fresh elk sign. I can show you on OnX where I was and can explain the terrain. Anyway, walked down maybe 1/2 mile at the beginning I kept jumping birds but always opposite of where I was. I went to the left the jumped 50-60 yards other side... get to a good opening and see a few wolf tracks. Big pile of bear shit. Decided to head back to check on my dogs and wait for the fam. Walking back was dead quiet as in awkward quiet no chirps no nothing, not like when I walked down. I got almost halfway back to my side by side and heard a knock... I know what a woodpecker sounds like.. I am not a believer (well idk now). So I thought maybe another hunter was in the timber so I speak out loudly “ohhh tree knocking huh!!!""  Then 2 knocks, I started laughing “Sasquatch is that you.."" silence for probably 10-15 seconds then 3 knocks no special order just odd timing knocks.  I make a joke of it “Have u seen any grouse I need one more” no answer, few seconds later knocks 2-3 maybe 4 .. I joke “ knock twice if your in New Hampshire (joking quoted anchorman movie) no knocks .. So I look thru my binos, not cheap shit, vortex viper 12x50... I looked for at least a min. One knock while I was glassing.. Started to feel really uneasy. Out loud said, ""Alright dude it’s not funny, at least wave a hand so I can see where you are! Again, I am grouse hunting with my 12gauge pump and don’t want to pepper someone when they're hid and I try to shoot a bird!"" Quiet for probably 30-45 seconds. I am glassing (thinking maybe someone put a blind up or something) but nothing. I unload my bird shot and put my 2 buckshots in followed by a slug. I tell them they're gonna get it and they need to show them self. Nothing, Was about to walk up the direction and just didn’t feel right. Kept my buckshot in and started to walk fast for the next 20 mins to my SxS. Got to my ride and still dead quiet... OK my area, potlatch land (timber company). I rode from camp 8.7 miles. Friday mid day. This is a dead end trail. I did not see anyone all day. No tracks, no tire marks, nothing. I know I was the only one out there. Went back to camp waited for my family. Told my wife and she said “You grew up in these woods. I don’t think you're crazy but I wasn’t there.” I am not crazy. I spend probably 7-8 months of the year in this area, never anything like this."
65795,Report 65795: Motorists' sighting of a possible sasquatch along Interstate 64 outside Mt. Vernon,Class B,2020-07-21T12:00:00Z,38.32304,-88.96978,2020,Illinois,65795.0,"My wife, daughter and I were traveling on interstate 64 about 40 miles southeast of St. Louis. It was late at night when I noticed a big figure walking along the tree line. As I was passing it turned and looked at me with big glowing eyes. It turned into the woods to maybe one or to steps and looked back. There's no doubt of what I saw."
66182,"Report 66182: Hammock Slapped, Bipedal Walking, and Two Vocalizations Experienced by Trio of Campers",Class B,2020-10-12T12:00:00Z,37.59461,-86.13757,2020,Kentucky,66182.0,"Me, my wife, and another hiking buddy (a female) had just hiked seven miles from the entrance of Red Cedar Trail, at Giant City State Park, to the primitive campsite where we set up our sleeping arrangements. My wife set her tent against the northwest part of the site. I was sleeping in a hammock and cocoon with a hammock tarp as my shelter southwest of her. My friend was also in a hammock/tarp southeast of my wife's tent. After setting up our sleeping arrangements, we started a fire with some fell wood that we found laying around the site. Once the fire was going good, we say down and reconstituted some dehydrated food that we hiked in. We drank tea and ate until our bellies were full. Afterward, me and my wife went to bed, while my friend stayed up and played on her phone. After a few minutes, she went to bed as well. To be perfectly transparent, I want to share a detail which may be of use to critics, but I know better as it relates to my story. Where I had my hammock, walnuts occasionally fell from the tree and hit my tarp and rolled off onto the campsite grounds. This was a common event and one I'm used to hearing as an avid hiker. I'm no novice to forest sounds and behaviors. The night progressed and the fire burned out. I remember poking my head out of the cocoon and looking at the fire to see how dim it was becoming. Because the campsite was so remote, I knew it would soon be pitch black. I remember a walnut falling the tree and striking my tarp. It rolled off into the darkness and found its resting spot. The fire grew dimmer and dimmer until I grew bored of watching it. I zipped myself within the cocoon and fell asleep. Sometime later, a loud thud woke from my sleep. ""Maybe another walnut,"" I thought. Only it wasn't. It couldn't have been. Nothing ever hit the ground. Nothing rolled away off the of my pitched tarp. My heart raced. As I said before, I am an avid hiker/camper and I always look out of my hammock and under my tarp to see what's in the cap, but this time was different. I froze and couldn't move. It was like an involuntary fear that I've rarely experienced. I stayed that way until I calmed down, but never mustered the courage to look outside of my cocoon. The next morning, the first thing my wife tells me was that a bi-pedal creature was walking around her tent last night. My friend said, ""Mine, too!"" I tell them, ""Something slapped my shelter."" I go on to explain that it wasn't a walnut that fell on my tarp, because it never it hit the ground. My wife then tells us both that she heard two howls several minutes later and that they were about 15 minutes apart. According to her, the howl sound like a sign that paused at a very high pitch then broke into two small howls, then paused and two more small howls. That repeated itself another time. Me and my friend did not hear not, likely because we had fallen back to sleep. We left that campsite knowing we had an unexplainable experience. Although my friend is hesitant to believe it was the big guy, she does not deny that something with two legs was walking around her that night. As for me, I remain convinced that something slapped my tarp. My wife believes it was because I was a man, while her and my friend were female. Regardless, something with two legs entered our camp, in the dead of night, in pitch blackness, and left us unharmed, but fearful to look outside. We all shared that sense of fear and dread that we felt, but left the park not seeing the big guy, but at least two of us believing we were in close proximity to it."
65589,"Report 65589: RECENT: Knocks heard in daylight near Spurgeon Hollow Lake, 10mi N of Salem",Class B,2020-06-12T12:00:00Z,38.71342,-86.04386,2020,Indiana,65589.0,"My Fiancé and I decided to hike the Spurgeon Hollow Loop Trail in Washington County Indiana. The Trail is a 9-mile loop starting at Spurgeon Hollow Lake looping north towards Delany Creek State Park then continuing east and south connecting to the Knobstone Trail. (The Knobstone Trail is rugged state-maintained trail that winds approximately 60 miles through the Southern Indiana hills). The trail then turns west diverging from the Knobstone Trail to return to the trailhead at Spurgeon Hollow Lake. The Spurgeon Hollow Trail is situated in the middle of the Washington-Jackson State Forest. The Spurgeon Hollow Trailhead is reached from a county road a few miles off state highway 135, then a half mile off the county road down a dirt/gravel lane crossing through a couple of dry stream beds. We arrived around 1:30 pm on Friday June 12, 2020. It was a sunny day with low humidity in the upper 70’s (which is why we chose to hike this day). From the trailhead the path continues for a quarter mile or so and parallels the lake on your right and steep thickly wooded hills on your left. At this point, the trail splits to begin the Loop. You can go left up the steep hillside (several hundred feet climb) or continue on your right along the Lake. On this initial Trailhead path, I heard two distinct knocks. We had gone most of the quarter mile. I heard the first sharp knock. Then a second or two later, the second knock. Both in the same general area – up the steep slope to the left. I stopped at the looked, but could not see anything because of the dense vegetation. There was no other sound. The knocks were sharp and moderately loud. They sounded like the report of a baseball coming off a bat. There were no other people on the trail. No one at the Lake. My Fiancé stopped and looked back at me. I asked her if she heard those knocks. She of course made fun of me and said “Oooo it’s a Squatch”. She hadn’t heard anything. We continued on. We took the left trail up the steep slopes and for the next 6 miles went up and down steep inclines and declines. Crossed several creeks. Then about 3 hours later, the trail turned left diverging from the Knobstone Trail heading back towards Spurgeon Hollow Lake. The trail at this point parallels a large creek bed at the bottom of hills. We had gone a mile or so (about 2+ miles to go to reach the Trailhead). There was a knock. A very loud, very sharp knock. We both stopped dead. My fiancé’s eyes were wide as saucers. She said “that was loud”. I laughed and said “so what do you think that was?” The knock sounded again like the crack of a baseball coming off a bat. A huge baseball and a huge bat! It came from the steep hill top above us. We scanned the ridgeline, but could not see much. It was just too thick. I heard the brief sound of something moving in the brush up high, but that was it. My Fiancé said “Let’s Go”. I asked her “don’t you want to stay and see if something else happens?” She said “No I want to Go”. So we starting walking. A couple of times I would stop and scan the hills. She would say “Just keep walking”. We returned to trailhead with no further incident."
65996,Report 65996: Hikers report Sasquatch stalking south of Amherst,Class B,2020-08-26T12:00:00Z,42.30283,-72.53766,2020,Massachusetts,65996.0,"Hiking the Seven Sisters Trail from Mt Holyoke to the Notch in the Hadley / Amherst area of Massachusetts. My hiking partner and I got to Taylor's Notch and could hear the wind ripping through making eerie noises. We both heard a lot of whistling  and breaking branches which I initially attributed to the wind going through the rocky ledges of Taylor's Notch. We hiked over one large hill and the wind was lessening but we realized the whistling was closer and then there were whooping noises and calls along with the whistles. The calls were going back and forth and I realized we were surrounded. We kept talking loudly hoping to scare off any animals and kept my bear spray in hand for the next mile or so. Not sure what it was but highly unusual and did not sound like a grown or baby bear,canine, coyote, mountain lion, or fox. I frequently hike and spend time outdoors. I am at a loss as to what was with us that day. I am going back soon to see if I can find more."
66224,Report 66224: Distinct wood knocks heard 18 miles NNE of Bangor,Class B,2020-10-19T12:00:00Z,45.04943,-68.63222,2020,Maine,66224.0,"I was not in any way aware that these creatures existed in Maine, firstly. I am from Connecticut however I have spent years in desolate oilfields across the U.S. including places like West Texas, the upper Peninsula of Michigan, and the Everglades of Florida. I have a vast knowledge of wildlife as I have always taken an interest to it and spent years IN the forest. My point is, what I experienced this day has shaken me to the core as I know my encounter was nothing ""normal"". In the Northwoods of Maine in a town called Greenbush, (population 1,400) I purchased 80 acres of wilderness with virgin forest on the back half of the lot. (meaning not even loggers have been there, it's that desolate.) I had rented an excavator and for this entire day I had been cutting a road through swamp, hills and forests to a high hill I call Hope Hill on the virgin most desolate corner of my land where I want to build my cabin. I had made it halfway and in the swamp I realized I was out of fuel. I shut down the machine and get out. I step down onto to road and was admiring my work and just relishing in the whole idea of pioneering this new path. Suddenly about 50 yards into the tree line I hear a bang with a stick on to a tree. Like someone was hitting a wooden bat against a large tree trunk as the percussion was unmistakable... At first I thought ""Oh crap there is a moose"" because it is mating season for them and they are known to ram their antlers against trees to intimidate their foes. Suddenly, the sound happens again. Now I am certain this is no moose as no branches are breaking, there is movement, no grunts, nothing... Just this wooden thump just through the trees where I can't see. I begin walking further away because I'm obviously freaked out. Again, but now 2 knocks... I grab a large branch I had just ripped down with the machine and smacked it against a large tree trunk. Immediately I received a knock in response. I wait around 45 seconds.... I knock again, BANG it knocks right after me again... I knock again 5 seconds later, it responds again right back.... Now I am shaking because I know what I presume this creature to be. It's obviously strong because the bang was very loud. Intimidating... I knew there was a certainty I was interacting with Sasqauch. I went back to my trailer on my qaud which was parked about 200 feet down the trail. I FLEW home. I calm down, now I am questioning reality and am quite, scared I guess. This is my land, I'm only halfway through making the road, these are my thoughts, so I decide to ride back... I knock again. It responds. I take my phone out. Turn on record on video, I knock, it goes away... Almost as if it knew I was recording. Regardless it was incredibly perplexing. I got back on the quad and went back home knowing for sure what I just experienced was legitimate. I brought a feather bead string thing from a dream catcher and brought it out there as a gift. It's been 3 days. I haven't gone back to see if it's still there."
67335,"Report 67335: Knocks heard near Spectacle Pond, 27 miles east of Bangor",Class B,2020-11-12T12:00:00Z,44.78159,-68.2283,2020,Maine,67335.0,"Background:  I have spent a large part of my life in the woods between Eddington where I grew up and Deblois where my Grandfather built a hunting / fishing camp in the 1920s – everywhere in between hunting, fishing, camping and hiking.  I have walked those woods since I was 4 years old and I’m now 61 – I know the deer, moose , bear and other wildlife of those woods.  I built my camp on Spectacle Pond in Osborn in 1988.  I have spent a lot of time in the years since exploring the woods and waters around the camp over the years and know the area between Route 179 and Route 193 better than most and within 10 miles of my camp, better than anyone.  Since 2008 when I retired from the U.S. Navy, I have spent one month every year at my camp – 2 weeks in May, fishing and 2 weeks in November, hunting.  I have spent many days and nights in the most remote areas of that part of Maine. On the evening of November 12th  2020, my wife and I had returned to our camp after an afternoon deer hunt, it was dark by the time we got back to camp and settled in for a routine evening with getting the camp warmed up, supper, a couple hands of cribbage and talking – we had been in camp for 10 days.  At around 8:30 my wife decided to go to bed as we planned to hunt the morning.  I picked up my book and was reading until 10:30.  The only light within a half mile of my camp was the single gas light in the front room of the camp which I was using to read – the nearest people were 0.5 mile away in their camp back toward Route 9.  I decided to call it a night at 10:30 and wanted to relieve myself before I went to bed so I went outside across the porch, down the front steps and walked approximately 15 feet to the back outside corner of the camp.  Within seconds of standing in that spot there was two very loud “THWACK” sounds just inside the woodline which is 15 yards across the back yard.  It took me by surprise as I’ve never heard that sound before completely by myself in the woods.  It sounded identical to someone taking a large stick of firewood and hitting a tree in full swing.  I could easily replicate that noise as in knocking snow/ice off firewood against a tree, but with force.  I did not have a flashlight with me as the diffused light from the gas light inside the camp gave me enough point of reference to get back inside so I didn’t think to bring one with me.  I stood there perplexed as to what I had just heard and trying to make sense of it, when it happened again…”THWACK” but this time a little farther away – maybe 25-30 yards, but still quite loud.  This repeated itself 10 or 11 times over a period of maybe 2 to 3 minutes, each time a little more distant than before.  I remained standing there as I was still trying to figure out what it was “THWACKing” these trees.  After the hitting of trees dissipated, I returned to the camp and locked the door – I didn’t (and still don’t) know what it was but I knew it wasn’t a person, moose, deer or bear!  Of note, there was absolutely no light as in a flashlight from a person.  Additionally, those woods are extremely thick with dead spruce and fir – lots of blowdowns yet there was absolutely no noise – no snapping branches, breaking twigs. Nothing – Silence.  I can tell you first hand that nobody could walk down through there in broad daylight, much less at night without a flashlight without snapping branches and making a lot of noise. I spent an additional hour in the camp that night reflecting on what I had heard and trying to attribute it to something that made sense – there was none in all of my experience.  I went to bed and when we got up Friday morning, we decided to hang out at camp to get a start on packing and cleaning as we were closing up camp and leaving on Saturday.  I walked into the woods during daylight where I heard the “THWACK” noises the night before but found nothing where I expected to see some type of sign.  Needless to say, I didn’t tell my wife about those events until Saturday morning as we were getting ready to leave. I still have no idea what it was and it was so dark, I didn’t see anything but I can tell you that I’ve never heard or experienced anything like that in the many years I’ve spent in those woods and the 30+ years I’ve owned that camp."
65870,Report 65870: Possible daylight sighting near Missouri River and Katy Trail outside Hartsburg,Class B,2020-05-14T12:00:00Z,38.4125,-92.1855,2020,Missouri,65870.0,"Thursday, May 14th 2020. 10:30 am. South of Hartsburg MO. About 1500 hundred ft south of town on South Bush Landing Road. Hartsburg is a small community of around 100 people. The area is on the bottoms of the Missouri River. A bike trail called ""Katy Trail"" runs North and South through Hartsburg. My wife was taking care of her 93 year old mother and I decided to drive down to the river and look around. There were a lot of people riding bikes on the trail because of the pandemic going strong and no one could work or shop. It was a sunny warm day. I was driving south slowly when I looked up ahead on the road and I saw a big figure moving across the road in a very fast pace. Not running but, walking in big fast strides. It looked like vert big person, tall, thick, and brown in color all over. I thought it was weird for a guy to be walking across a farmers field coming east from the river and heading in a straight line to the bluffs. Farmers will ride their ATVs when they are in the fields checking on things. I thought it was wearing a heavy brown coat with a cone shaped hood. There was fresh planted soy in the fields and I could see this thing from head to foot. When I first saw it I was about a 100 yards away. I was driving slowly. By the time I reached where he crossed the road he had covered at least 200 yards and walking away from me. I had no camera or binoculars with me that day. I turned down a farmers dirt track road to head toward the thing. When I merged on the road and drove toward it, it turned North and headed toward Katy Trail. I never got any closer to him than the 100 yards and that was because it was moving very fast, swinging its arms. I drove on back to my folks house after that. "
66063,Report 66063: Fisherman describes large animal sounds in James Reed Memorial Wildlife Area,Class B,2020-08-08T12:00:00Z,38.521,-94.188,2020,Missouri,66063.0,"Several times a week I go fishing at the James Reed Memorial Wildlife Area just south of Lee's Summit, MO. It's about 900 acres plus 10 lakes to choose from for fishing and a area with walking trails. Each lake has a level, mowed area about 20 feet wide all the way round it. It is wooded and brushy between lakes plus there are also open meadow/fields scattered around. Animal life is deer (lots of them), fox, possums, rabbit, racoon, squirrel, turkey, geese, golden eagles, cranes, vultures and many smaller birds. During the week there aren't many people there fishing so sometimes I'm the only one. I prefer fishing at the lake that is farthest from the main entrance. I think Google Maps shows it as #9 but it has a name. The first week of August, 2020, I was there fishing for bass and had worked my way half way around the lake when I came upon a very large pile of scat in the mowed walking area. It was well formed and shaped like human feces.  I estimated its size as 16 X 14 inches and about 5 inches high. My first thought was an obese person had somehow managed to completely empty their guts. There are horse riders allowed in the area but I've never once seen their hoofprints around the lake in that area not any horse scat.  The pile did not resemble in any way what a horse does. The last week of August, 2020, I was the only person there and there were no other cars in the parking lot.  I was near where I'd seen the scat.  When I fish I move slowly and quietly. I was on the southwest side of the lake when I heard what I thought was a hoot owl. It hooted three times with no space between hoots. I've never hear an owl do that. I walked and fished for another 100 feet or so and was facing the water when in the trees/brush behind me I heard a deep HumphGrrrr sound. Both sounds were ran together and I could feel it vibrate in my chest. I immediately turned completely around thinking that there was a huge dog nearby and I wanted to make sure it wasn't sneaking up on me. The sound lasted about 3 seconds and even after I couldn't hear it I still felt it vibrate in my chest for a few more seconds. I looked as far back into the trees/brush as I could and saw nothing. I wasn't scared but I felt that I needed to leave so I left and went home. I was there fishing on Sept 8 or 9, 2020 (can't remember which day this happened). Same lake, same time, about 11 AM. I was on the northwest side of the lake casting for bass and I was the only one there. Earlier there was a young man fishing but he left about 10 AM. Except for the occasional bird and locust it was quiet. Suddenly in the brush behind me I heard what I can only describe as a small chimp making sounds like Cheetah the Chimp. I would guess the source of it to be closer than 50 feet. I heard it for perhaps a second or two then it stopped suddenly like someone had flipped a switch. I turned completely around and looked as far back into the trees/brush as I could. I even looked up into the trees on both sides of me and saw nothing. I moved a little faster and quickly worked my way around the lake to the parking lot then went home. That was as weird as the owl and growl I'd heard. This place is about one half mile outside of a city which is a suburb of Kansas City, MO. I do not have any mental illness, I do not drink, do drugs or smoke. I am a retired University teacher. Do you or anyone else have a possible explanation of what I saw and heard? I am really curious and want to know.  Now when I go fishing there I'm looking into the brush around me and up into the trees as I walk."
69437,Report 69437: Possible Sasquatch wood knocks in forested riverbed beside Chama during lockdown,Class B,2020-07-20T12:00:00Z,36.90237,-106.5784,2020,New Mexico,69437.0,"Summer of 2020 (quarantine year), in late July, I was hiking with a friend along Rio Chama.  Although we were just on the other side of the river from town, the railroad was not running, the campground was closed, and the majority of the town was empty. This was a short day hike as we are seniors. We had a dog accompanying us (pit bull mix) for part of the way.  Before we reached the river we had to return the dog to the car- she became unusually excitable and fearful. Note: my friend and the dog live up on the mountain, the dog is used to wildlife and has treed a bear before. Anyway, windows down and dog much happier, we returned to our walk.  We had crossed the river and was on the trail that runs by the bank when we heard a series of hollow knocking sounds.  These were loud and resonate, not woodpeckers or falling branches.  A short time later they were repeated at a distance- the knocks sounded lighter in tone, like a hit on a more solid wood.  The knocks close to us responded- and we decided that it was in our best interest to leave the area."
65469,Report 65469: Knocks heard from Great Croton Swamp south of Pawling,Class B,2020-05-17T12:00:00Z,41.49887,-73.59659,2020,New York,65469.0,"I was having a small camp fire last night alone with my small dog who at the time was sleeping. First there was something moving through the wooded area to my left. Sounded like it was on two feet and moving towards some neighbors houses. Wasn’t alarmed by this, although it was dark and there was no flashlight the neighbors do walk through there from time to time. My dog wasn’t alerted at all. This part of the incident may be just coincidental but it’s what happened next that I’m curious about. About five to ten minutes later to the left of me way off in the distance there was an obvious wood knock then immediately to the right of me in the distance but in that direction is the Great Croton Swamp was a reply wood knock and then immediately after that another from the left. Then nothing. I’ve never heard anything like that before. It was about 11pm and the neighborhood was quiet and in my opinion it was an obvious call and response. Are wood knocks usually so instantaneous or do they usually have some time in between?"
68896,Report 68896: Two hunters hear definite sasquatch wood knock on West River 2 miles SW of Middlesex,Class B,2020-10-15T12:00:00Z,42.67993,-77.29334,2020,New York,68896.0,"During bow season I and my brother were hunting. We got into the woods before daybreak. As daylight was approaching the woods never got active. No animals or birds were heard or were visible. About 2 hours into the hunt, all was quiet. It was then that I heard a very loud wood knock. Startled the hell out of me. It was northeast of me in the swamp. My first thought was, ""You can't be serious."" A wood knock here? I stayed put for another hour, hour and a half. Then made my way back to my vehicle. My brother was already there. His first words were, ""Did you hear that wood knock?"" We discussed it and came to the conclusion that something weird was going on. About 3 weeks later during gun season the same damn thing happened in the same area."
30548,Report 30548: Two fisherman hear commotion of a roaring animal on brushy bank of Clendening Lake,Class B,2020-02-16T12:00:00Z,40.26059,-81.22332,2020,Ohio,30548.0,"I was 17 years old and fishing on a boat about 25 feet from shore. My father was with me and decided to take a nap on the deck of the boat. Suddenly I heard the sound of footsteps walking through water. It was a unique sound because it was a very distinct ""caploosh Gloomp"". ""caploosh Gloomp."" It sounded like when I have walked through knee deep water in the past. Then, I heard a roar like nothing I have ever heard before. It sounded angry and a bit like a lion. There was splashing and then the sound of a squealing animal in distress, followed by more splashing and more roaring. Immediately, I started looking around in all directions but could not see anything. The sound was so vivid. I felt I was in danger and that whatever was harming this small animal was going to harm me and may even jump in the boat. Paralyzed with fear, I used the quiet electric trolling motor to get as far away from shore as I could with creating any disturbance. I woke my dad up who was napping and he heard the tail end of the encounter and instructed me to immediately start the motor and get out of there. We headed back to the marina and went inside to get a snack and drink. We had not known what we had encountered or if anyone would ever believe us. We were discussing the incident between us. Just then, a man behind the serving counter asked us what was wrong and could sense the fear in our faces. We told him of our encounter and he did not seem to be surprised. He told us that a few years ago a news crew showed up at this lake to do a report on a ""Bigfoot"" sighting. Until that time neither my dad or me suspected a Bigfoot, nor had we heard of anything like it. From that point on, I have been convinced that it might have been. In my mind I ruled out a short or four legged animal because of the sound of the distinct footsteps in the water. The aggression of the splashing and roars could have only been made from a large animal. One thing to note is that the woods and forest surrounding the lake are very, very dense and have often commented to my dad that it would be very difficult to get onto the shore. I have told this story many times and have been ridiculed. I hope you will believe me."
63140,Report 63140: Multiple encounters near an old strip mine just outside of Harrisville.,Class B,2020-02-06T12:00:00Z,40.16912,-80.62003,2020,West Virginia,63140.0,"I had two experience's with what I believe to be the Grassman in 2007. The first encounter happened on a strip pond. We took a boat back to a spot along the high wall to where there was a flat spot to camp. We set up camp, fished, cooked, and then went to bed around 11 PM. At approximately 4 AM, I was awaken to heavy footsteps walking down over the near vertical high wall. It approached the tent and I heard heavy raspy breathing. After a few seconds, I cleared my throat. Then to my amazement, it cleared its throat mimicking me. At that point I started screaming I had a gun. My friend would not wake up for some reason. I finally calmed down some and could hear it walk down to the water. Once there, I could hear it sipping water out of its hands. After that, it walked back to the tent, sat for a minute then walked back up the hill. The next morning we found 18 inch tracks right on the edge of the reeds. About two weeks later, we were walking to a boat that was on a pond about a quarter mile away. Then, I saw what looked to be a ten foot stump with two eyes watching us. I told my friend and he blew it off as just a tree. So we went out on the pond and after a while we smelled a strong wet dog and feces smell. After that, we started to get scared so we went back to the spot where the boat was kept. We looked for the giant stump that we had seen earlier but could not find it."
65305,"Report 65305: LAST WEEK: Fishing couple reports whoops, bipedal footfalls, tree pushover while night fishing in Egypt Valley.",Class B,2020-04-11T12:00:00Z,40.10084,-81.14331,2020,Ohio,65305.0,"On the evening of April 7, 2020, we decided to do a little catfish fishing at a creek off of Piedmont lake in Egypt Valley. We backed our truck up to the water, dropped the tailgate, built a fire and started fishing. This was around 9pm. The moon was so full we didn't need a lantern. It was very still and quiet out until we heard a few coyote's howl followed by some frogs croaking. Across the creek was thick with brush and small trees, there was a path that looked like led down to the water. While sitting on tailgate, we started to hear a sound of something walking down the side of the creek. You could hear it slowly taking what sounded like a two beat step. Too heavy for a deer, and too small for a coyote/cat. It hesitated at the pathway, then continued on to the left of us. It then made a loop to the right and came back up only farther away from the bank. Then we heard a hoot owl like sound very close to where we first heard the brush cracking. Then another hoot farther to the right as we could hear the footsteps fade in the distance. Then, about 5 minutes later, we heard a tree fall to the right of us across the creek where we heard the footsteps and hoot sounds. After all this the frogs started croaking again. We fished a little longer and decided it was time to leave."
65393,Report 65393: Possible knock heard from Little Miami Bike Trail near Ft. Ancient,Class B,2020-04-12T12:00:00Z,39.42606,-84.10463,2020,Ohio,65393.0,"I was on the Little Miami Bike Trail heading back to Morrow from Oregonia...mile marker 23.5. It was Sunday, April 12, around 5:00 in the afternoon. Since the Covid restrictions were enacted a week or two prior, the trail had became so crowded every day of the week. However a cold front came in and it was a cool, cloudy day and very few people on the trail...maybe 15 to 20 riders encountered from Oregonia to Kings Mill...well, maybe more, but not bad. I'm retired and ride this route nearly day, weather permitting. So, after passing under the former Jeremiah Morrow Bridge (I-71 over Little Miami river) there's a long gentle arc in the trail. I haven't seen a soul since I turned around at Wilmington Rd. I'm cruising, it's nice and quiet, when suddenly I heard a loud knock...so distinct I instantly said in my head...that was a knock! It came from atop the hill to the east. I pondered all the conditions, i.e; kids playing..not!, cold, remote, and they don't play in woods anymore,..adult messing...maybe, but how would they know I was there?... natural, very doubtful, I'm nearly 68 and never heard anything so crisp, clearly, like a Louisville slugger full speed against a barkless solid ash tree (I imagined). There...that's what happened. I look online to see if any Bigfoot sightings had been reported in this area and found none. I stored the incident away until last weekend when I was talking to my son. He's 46 in May, I raised him near Morrow (abutting the former Frisch's Farm on the 3-C highway). Our school district includes the Maineville area. One of his good friends lived on a hillside, at a 90 degree curve on Sibcy Rd. His friend, Chris Flick's older brother told Nick, 20 years ago, he and his dad both saw a Bigfoot walking through the woods on the opposing (their house) hillside...two different times. Nick said he never related this until he told me...because of my knock story. He said he'll never forget it...and because of his story, I tell you my story...There! Thanks for reading, and hopefully you consider. Dan"
65284,Report 65284: Campers awoken by loud knocks around 4am near Talemina Scenic Drive,Class B,2020-04-03T12:00:00Z,34.4415,-94.4325,2020,Arkansas,65284.0,"Went camping in the Ouachita mountains near Talemina Scenic Drive.  At 3:39 we all woke up due to the sound of something knocking a tree behind us. Was in the distance but close enough to make you on edge. We thought it was a woodpecker and brushed it aside. 10 minutes later we heard the noise on our right side of the tent. The knocking was in triples such as “ knock, knock, knock” then a pause and the 3 knocks again, but in every direction the knocking had a slight variation. The knocking was coming from all sides of our tent, as if there was something surrounding us communicating. Knocks has slight variations in how quick they were, but all of them had the triple knocking. The closest knock was about 50 yard uphill from us. The close one made everything stop in the woods, it was raining and it stopped along with the wind. This is weird  considering it was super windy up there the whole time we stayed, except that one moment. We all agreed to not camp that spot again."
