number,title,classification,timestamp,latitude,longitude,year,State,report_number,observed
50214,Report 50214: Man returning home late at night sees gray biped near Key Center,Class A,2015-11-11T12:00:00Z,47.34805,-122.741,2015,Washington,50214.0,"Hello, My husband was driving home last night on Key Peninsula highway in Pierce county in Washington State. It is a very forested area that does eventually connect with the Olympic rain forest, however, it is also a populated area. He witnessed a 7-8 foot creature, walk from the side of the road into the forest. He stated it was not thin, as thick as a tree trunk, but, what is even more puzzling, is that he has stated that it was a light grey or whitish color and Very Very ""hairy."""
51994,Report 51994: Man and girlfriend have sighting on Joint Base Lewis-McChord road near Spanaway,Class A,2016-05-29T12:00:00Z,47.07405,-122.4428,2016,Washington,51994.0,"We were going fishing, on May 29, 2016. We turned right at the Roy Y Going south. It was 5:15am. We were going south. We observed and exclaimed, ""that looks like an ape sitting on the side of the road. The animal was about three feet high in a sitting, crouched position. We were going south from left to right. We saw its left arm shoulder to elbow, left leg hip to knee, lower leg obscured. The head was larger with a sagital crest. Lantern shaped jaw that protruded slightly forward. The nose looked wide. And it had a protruding eyebrow like a Neanderthal. Its ears were covered in black hair tight to the head. No visible neck. Still going left to right, we can clearly see, shiny black hair. The animal leaned forward head going low, could see top of both black haired ears. Our distance at this point is between 22 to 25 feet. The animal extends its right arm from the shoulder parallel to the ground and drops some trash from its hands. The arm had black hair all the way to the knuckles. The arm was to long to be human. When it dropped the trash, a thumb and four fingers were clearly visible.The animal moved its right arm back in front of its torso, ninety degrees of angle. Not a bear. It did this action twice. Still going left to right, the right arm from shoulder to elbow is visible, below the right arm, between right arm and right leg, right leg visible from top of buttocks to hip to knee, partially covered by green plastic garbage bag. We estimate its overall height to be between five foot six inches to six feet tall. We said moma-squatch would not leave baby that close to the road. As we lost sight of it we knew it was a juvenile Bigfoot."
56827,Report 56827: Motorist has daytime sighting along the highway near Coles Corner,Class A,2016-10-02T12:00:00Z,47.77559,-120.8206,2016,Washington,56827.0,"Driving in my car on the highway, my friend and I saw a dark figure ahead of us walking up on a bluff beside the road. He was walking towards us. As we got very near we saw him clearly. A hairy tall man like figure about 7 to 8 ft. tall. He was very dark, and his face was very clear. His head had a peak to it. He turned and looked at our car and then went off into the trees to his left. we both looked at each other and confirmed that we had just seen big foot! It was amazing."
56932,Report 56932: Hiker has an afternoon sighting behind a mountain resort in Cle Elum,Class A,2016-01-27T12:00:00Z,47.20113,-121.0161,2016,Washington,56932.0,"I was walking in the woods behind the resort. It was pretty quiet, all I could hear was the Cle Elum river down below. I looked through the trees and saw an auburn colored Sasquatch walking. At first I thought it couldn't be a Sasquatch, there are people at the lodge. But as I looked again it's whole body was covered in shaggy auburn hair. I then thought it couldn't be a person, I've never seen anyone wear a snow suit that looks like that."
57781,Report 57781: Couple visiting the Hoh River rainforest see a sasquatch cross the road near Bogachiel,Class A,2017-02-25T12:00:00Z,47.82243,-124.195,2017,Washington,57781.0,"My name is Tim. My wife Nan and I live between Newberg and Wilsonville, OR. On February 24, 2016 we decided to take a couple of days off and drive up to the Olympic Peninsula. We drove up to Olympia, WA and took Hwy 101 route along the Hood Canal to through Port Angeles to Forks, where we stayed the night at the Forks Motel. Early on the morning of February 25th (a Thursday) we drove south on Hwy 101 to Upper Hoh Road and east to the Hoh Rain Forest. It was a beautiful clear and dry day, which was unusual for February on the Peninsula. After an enjoyable walk through the Rain Forest we headed back west on Upper Hoh Road. There was very little traffic in either direction and we pretty much had the road to ourselves. Approximately halfway back to Hwy 101, where the road once again comes close to the Hoh River, we had just cleared a corner and were at the beginning of a straight stretch of road which I estimate to be about 1/4-mile long before there was a left-hand corner. At the end of that straight stretch we both saw a very large bipedal creature walk out of the woods on the north side of the road, stride across the road in three strides, and disappear into the woods on the south side of the road. It appeared to be 7-8' tall and covered in dark hair. We both looked at each other in astonishment with that ""Did you see what I just saw?"" look on our faces. Without making comment of my own I asked Nan to describe what she had just seen, and her description was exactly the same as mine. When we got to that spot where we had seen the creature appear from the woods we stopped and examined the site. The road was in an area that was still within the Olympic National Forest, and the woods were so thick on each side of the road that it was difficult to see more than a few feet into the woods to the north. The trees were just as thick on the south side of the road, but we could tell that we were very close to the Hoh River. There was no trail whatsoever coming out of the woods or going into the woods on the south side of the road. Under the circumstances we could only surmise that we had just seen a Bigfoot that was apparently going across the road to reach the river. Even though I never doubted the existence of Bigfoot, I always considered myself a ""Professional Skeptic"". Yes it most certainly could exist, especially here in the Pacific Northwest where there are still enormous tracts of land that are virtually unexplored, but I would prefer to see proof of it myself prior to confirmation. I am now a confirmed believer, as is Nan. We never told anyone about it, and it wasn't until last night when we were watching a rerun of your show where you did an investigation in the Olympic Rainforest that we were reminded of the event. After the show we decided that I should send an email to you to apprise you of our sighting."
58779,Report 58779: Family has very close nighttime encounter with three Bigfoots on Spokane Indian Reservation,Class A,2016-05-15T12:00:00Z,47.96136,-118.1611,2016,Washington,58779.0,"One night about a year ago during fire season me my husband and three children took a drive at night to see what damaged accrued on the reservation. It was a clear night and so my 14 year old daughter and I got out to walk and to look for hot spots. Well we heard some loud grunts and we turned to look but it was hard to see so I had my husband turn the headlights on and we all saw three, very ugly hairy hairy people. One was about 7 to 8 foot, the other was about 7 ft but it wasn't as hairy and the little little one was about the size of a kid, age range from 7 to 9 years. Well the big one took its arm and raised it and did a half circle motion. It made the most fierce noise and we took off."
62354,"Report 62354: Son and father observe possible bigfoot family 17mi NE of Bellingham, near Sumas Mountain. See map.",Class A,2018-09-15T12:00:00Z,48.92982,-122.2018,2018,Washington,62354.0,"It was the second weekend in September 2018, my father and I went for a drive up Sumas mountain like we've done many times before when we decided to stop at this clear cut over looking the valley. It was about 9pm in the evening and we were scanning the clear cut with our flashlights when we first saw the eyeshine in the distance approximately 150 to 200yards. We saw 3 pairs of eye shine and at different heights thinking at first we are seeing  a mother bear and cubs but after shining our flashlights in their direction the larger creature charged up the hill along the tree line grunting and hollering then stopped and waited for the other 2.  Thats when we got our flashlights on it and it was large and brown. Then the larger one turned into the woods heading towards us breaking down branches and saplings then it just stopped and everything went silent.  As my dad and I sat there the other 2 sat on the edge of the tree line just watching us they walked around a bit but every time we made a noise they would stop what they were doing and just watched us. The eyeshine was an orangeish glow. It also seemed as if one was small cause you would see its head pop up behind stumps and logs, this went on for 3 hours. At about midnight the larger creature came out from the tree line. We got our flashlights on it.  That's when my dad and I  saw this creature step over a log and proceed to walk down hill on 2 legs and that's when the other 2 followed it. I hollered at it and you could see it turn and look at us and you could see the head bob just like when a person is walking down hill. You should know there are no brown bears on Sumas mountain. a"
63451,"Report 63451: Sickly sasquatch observed by farmhand around 5am, 5 min outside Everson",Class A,2017-01-21T12:00:00Z,48.90147,-122.3347,2017,Washington,63451.0,"I was living in Whatcom County 5 minutes from the small town of Everson, WA. I worked on a dairy farm out in Custer, WA. I had to be work at 6:00 AM to feed calves, however, I did my best to get there a half-hour early just in case a cow had a calf in the night so that I could tag it, Vac it, tube it and move it before the other calves woke up for their morning feed. I got out of bed at 4 AM and got ready to go, ate a small breakfast, and left the house at 5:05 AM to head for the farm. As I started down my road I got a funny feeling. I came to a Stop sign and got ready to turn when I caught sight of movement in the headlights. At first I thought that a deer was preparing to jump over the blackberries and onto the road until I focused on what it was I was looking at. The creature blinked and reached up its hand to grasp a limb of a tree. It was sickly skinny! It’s elbow joints protruded, and I could see the clavicle bone and the shoulders had a dip between where the arm connected to the body. I could see a massive rib cage and a sickly sunken stomach on this animal. I could see the tops of this animal’s pelvic bone protruding. It had a very clear thigh gap. The sides of the head were sunken in on either side and the face was gaunt with high cheekbones. The animal leaned against the tree it was holding onto for support. I was shocked and scared, but I knew what I was seeing was real. So I tried to take in as much as I could. The animal didn’t seem too keen on moving. He just stood there staring back at my car like deer in the headlights. It was anywhere from 8’5” to 8’9” tall and about 3'6"" wide (I came back and measured a week later based on the tree branch it held on to). It was covered in dark medium length fur with patches of gray around the face and peppered throughout the body. It’s head road low to the shoulders with very little neck showing, and it’s eyes glowed yellowish greenish white in the headlights. It’s head had a high cranial ridge, making it look pin headed for lack of a better word. Its arms were very long with the fingers of the creature just above the knee. Its eyes were forward facing and quite round and deep set with a broad, protruding forehead. It’s nose was flat, with a thin lipped slightly protruding mouth like a gorilla but not as angled with the mouth. Its face had deep set wrinkles. Thinking back now I believe this poor animal didn’t have the energy to run. He just stood there staring back at me. I finally decided to turn onto the road and head to work. As I hit the gas going towards this creature he startled and bared his teeth at me. I know from documentaries that when a monkey bares it’s teeth it is a sign of aggression. The thing that struck me is that its mouth was missing a bottom canine and the rest of them were worn nearly flat. The other teeth were chipped with a few broken close to the gums and nearly gone. I hit the gas at that point because I was turning left and had to go right past this animal within about 10 to 15 feet of it. The reason I didn’t report this sooner was because I was worried how people would react, and also I wondered what this animal was doing there in the first place. After thinking it through, it hit me. There was a chicken farm in the area. I truly believe this Sasquatch was older and starving to death. It happened to be a really awful Winter, with the most snow that part of Washington had seen in 20 years, with several ice storms, and heavy snows and with temperatures plummeting into the low teens. I think it had come down from the foot hills into the town outskirts to try to snatch a few chickens as an easy meal. I think I surprised him, thinking that no humans would be out that early in the morning. A week later I saw the chicken owner while I was walking my dog. I asked how their chickens were and they told me that the week before, they believed that a few coyotes had gotten in and had snatched two of their hens that were sleeping in the outdoor shelter. There is a thick dense forest that goes on for miles straight up into the mountains. It is home to deer, black bear, coyotes, and the occasional mountain lion. I was born and raised in Montana. I hunt and fish and I have seen a lot of animals both wild and domestic. I am also a huge animal lover and have watched countless documentaries on every animal you can think of. So believe me when I say that I know animals and what I saw was not cougar nor was it a bear. I have seen them both in the wild, in zoos, and on documentaries. I would not miss identifying a bear for what I saw."
65295,"Report 65295: Road crossing sighting 3mi north of Columbia Gorge, south of Willard",Class A,2020-01-04T12:00:00Z,45.75957,-121.6267,2020,Washington,65295.0,"I was driving down Williard Rd around 5pm as i came around the last right hand corner looking toward the straight away to the junction with cook- underwood road.   i saw a black object in the road....i thought its was a bear and the largest bear i have ever seen...it took up the whole left lane of the road...and it was huge...it looked like the butt was raised up...i .figured it could be a 6 hundred lb bear ( in my mind)...then i saw this commotion going on like something moving up and down.....all black ...a bear will run or lumber across the road.....at the time i thought i have never seen a bear do this...i thought this could be several deer or elk walking in the road......i was confused about all of the motion going on....then as it approached the creature and the creature approached the edge of the bank...it popped up...i yelled out “its a man!” “what is a man doing out here in the woods this time of nite”...it stepped onto the bank and walked into the woods...as my mind was trying to figure out what i saw....i saw the whole body and the head ... the right leg stepped onto the bank ... left arm back...no hat no coat no clothes, there was no snout or ears like a bear...yes a conical head, tall, arms longer...legs bulky...my headlights lit it up....by the time i passed it it had disappeared into the woods and by the time i reached cook-underwood road about 600 feet...i knew what i saw but was still trying to process it...i went back on sunday to see if i could see prints but it had rained hard all nite and i saw no prints...i still see the creature in my mind.... later  as my mind was processing what i saw i  knew it had to be  arms and legs going up and down as it crossed the road and also it was actually crawling....then stood up by the bank but it was so fast it like popped up.....still hard for me to believe what i saw but i believe it was a Sasquatch...i also now believe as i approached it when my headlights came upon it...it turned back towards the headlights and scrunched its face because the headlights were in its eyes.. then turned and faced into the woods and walked off.."
65451,"Report 65451: Sighting near Ocean City, Washington 2016",Class A,2016-10-01T12:00:00Z,47.0709,-124.166,2016,Washington,65451.0,We were on our way back from Ocean Park or Ocean city. It was a beautiful  morning. As I looked out into this field I watched a creature  the size of a bear with a flat face the color of a dead trees stump rise. (Washed out  gray)
69614,Report 69614: Close-range 5:30am road crossing sighting by communting motorist five miles west of Bremerton,Class A,2021-08-27T12:00:00Z,47.52877,-122.7197,2021,Washington,69614.0,"I was driving to work this morning and came around a right hand corner and less than 100 ft in front of me was a large upright dark hairy object/animal/person in the roadway walking briskly from the left to the right. It was standing on two legs. I observed long arms swinging with the hands bent backwards like if you were swimming, as it walked quickly to the base of the bank next to the road. By the time I was parallel with where it crossed it was gone. It did not look at me. My husband and I drove back by it later this afternoon and didn't stop due to traffic at that time of day but noticed areas on both sides of the road where something has been using the spot to go across. I didn't see it out of the corner of my eye. I saw it dead on in front of me. My thoughts were whatever I saw didn't belong there. It was very dark and very tall and my headlights were right on it."
71773,Report 71773: Nighttime motorist sighting 25 miles NW of Spokane,Class A,2021-10-22T12:00:00Z,47.97637,-117.7324,2021,Washington,71773.0,"Friday Oct 22, 9:40 pm I had just left our local school homecoming football game in Springdale Washington, with 2 of my children and a friend of theirs (2 High School freshman and a mid schooler). We were driving south on Highway 231 and as we approached Sanctuary Way (47.9763678, -117.7323568) just off the highway in the ditch I noticed a very large black ""thing"" in the tall yellow, uncut grass. I initially thought it may be a black wolf, so i slowed down and stared at it as we approached. By the time we drove to it, we were traveling about 35-40 MPH. As we reached it I was in shock and amazement as it was an ape like figure hunched down in the ditch staring right at me.  From the crouched position he/she took two steps away from the road. It was almost as it was slow motion as it felt our eyes were locked and its head was on a swivel as we rolled by. I wished I had slammed on the brakes but we had 2 cars behind us and I was literally shocked. We turned at the first turnout available 60 yards up the road) let the cars go by and returned to the location but did not see or hear anything at all. I am still perplexed at this sighting as I clearly seen everything from Face, Head, Arms, Legs etc. They were all very well defined and covered with short hair/fur (with the exception of the lower forehead, eyes and nose."
72142,Report 72142: Afternoon sighting of a sasquatch by motorist 5 miles southeast of Elma on Hwy 12,Class A,2022-01-15T12:00:00Z,46.94365,-123.3173,2022,Washington,72142.0,"I GOT OFF WORK AROUND 3:30PM AND WAS DRIVING HOME. I WAS HEADED EAST [South] BOUND ON HWY 12 IN BETWEEN MALONE, WA AND PORTER, WA. I WAS ABOUT 50-100 YARDS WEST [North] OF THE FIGURE AND SAW SOMETHING LARGE AND DARK IN COLOR STANDING NEXT TO A TREE, UP ON A 15 FOOT HILL. THE EDGE OF THE HILL WAS TREE LINED WITH DENSE PINE FORREST. IT FELT LIKE SLOW MOTION AS I WAS APPROACHING THE FIGURE. I WATCHED IT MAKE A 180 TURN AND WALK BACK INTO THE FOREST. THE SIGHTING ONLY LASTED ABOUT 3 SECONDS AS I WAS TRAVELING AT 55MPH BUT FELT LIKE IT LASTED LONGER. THE FIGURE WAS VERY DARK IN COLOR BUT ALMOST LOOKED BALDING IN SOME PLACES ON THE BODY. THE FACE LOOKED CLOSE TO A HUMAN AND WAS LIGHTER IN SKIN COLOR. I WOULD SAY IT WAS PROBALY 6 FEET TALL WITH A SLIM BUT A MUSCULAR BUILD. IT WASNT VERY BROAD IN THE SHOULDERS LIKE WE SEE IN OTHER PHOTOS. I COULD NOT SEE FACIAL FEATURES VERY WELL OTHER THAN LIGHTER COLORS IN THE FACE, NECK AND CHEST AREA. I KNOW FOR CERTAIN THIS COULDNT HAVE BEEN A HUMAN."
75404,Report 75404: Kayaker describes daylight sighting on river near town of White Salmon,Class A,2019-07-10T12:00:00Z,45.77766,-121.5189,2019,Washington,75404.0,"On July 10, 2019, after whitewater rafting on the White Salmon River in Washington State I observed an extremely tall hominid walk across the river. I would estimate it's height in the 7 ft 6 inch plus range but it was skinny. I was resting after rafting and hiking in approximately 1 mile down a trail.  This is a calmer stretch of the White Salmon River watching other kayakers go by occasionally. Here the river is usually no more than 2 ft deep.  After a period with no kayakers, about 30 mins, I watched what I can only describe as a Sasquatch or Bigfoot walk out of the woods about 80 yards away on the opposite side of the river and cross the river. It was coming slightly in my direction as it crossed.  I was startled (terrified) and had my camera phone on me but realized I could not open the camera app likely in time to get a pic or video, so I observed it closely for the dozen or so seconds it took to cross the river. As I said, at least 7.5 ft or taller, based on the fact that I could see its head at or above the trees on the riverbank that it went though. The hominid was covered in very black hair, with noticable bare areas across the chest and hip area. Also less hair under the armpit. The hair on its head was also black and looked very much like shorter dreadlocks. I could see the nose and lips (very humanlike) but not the eyes.  It crossed the river not in a great hurry, but just like wanted to get out of the open. I believe it saw me at its closest approach (about 50 yards) because it turned its body slightly in my direction and that is when I could see the face, nose, lips. It crossed the river, went through the trees, and then I could hear it going up a large embankment. I was shocked and had an almost overwhelming sense of fear and would not talk about it for a while. I talked with an old timer lady in the area. She was confident I had seen one of their ""teenagers""  They're tall and skinny just like ours she said. ________________________________________________"
50837,Report 50837: Motorist has early morning sighting outside Anitgo,Class A,2016-01-12T12:00:00Z,45.05855,-89.08323,2016,Wisconsin,50837.0,I was on my way to the vet and on highway 47 as I came over a hill and Crested the top of the hill I saw a Bigfoot standing on the shoulder it was the only thing in my entire viewing area besides woods on each side it was dark brown in appearance it had two legs and one arm as I saw a profile view it jumped off into the ditch line and went into the woods. I immediately thought of what I just saw & my conclusion was a bigfoot. It was vertical & on a slight angle as it was ready to go into the woods. It was heading g north. I could see the width of legs & its body shape only but I was at too far a distance to make out hair or face. There  was nothing to abstruct my view because what was in back of him was shoulder and the road that continued West which also went up to a hill I only saw it because I crested over the hill it was plain as day what it was until he disappeared into the woods. I immediately called my husband and he got to the site I described approximately 45 minutes later. He reported seeing something had jumped and made a clearing into a small snow bank and also reported seeing some sort of tracks going along a deer trail which led to a deer carcass. The deer also had no front legs they were snapped off at the knees
50982,Report 50982: Students have a sighting at dusk close to their university in Madison,Class A,2016-01-18T12:00:00Z,43.0625,-89.3179,2016,Wisconsin,50982.0,"Dear Bigfoot Crew, I do not watch your show but I did not know who to contact after a squatch sighting.  My parents believe I am crazy, but I did see him!! I live on the corner of Henry and Langdon in Madison, WI.  I saw him at Lake mendota walking on the shore at the end of N. Henry st. When I saw him he must've been 7-8 feet tall with a ton of hair.  I found it extremely odd to see him by uw-madison campus.  It was definitely him!! Other people with me and that live here see him. Thanks,"
51419,Report 51419: Daylight sighting by a hunter on her hunting property near Pembine,Class A,2014-11-19T12:00:00Z,45.64585,-88.0896,2014,Wisconsin,51419.0,My mom seen a creature she could not explain on our hunting property it was crouched over. She said it turned to look at her and she knew it was no bear she called me right away to come look and when I looked at the spot it was it looked like something had covered tracks.
58819,Report 58819: Daytime sighting while fishing on Waterman Lake,Class A,2018-07-30T12:00:00Z,45.63061,-92.12408,2018,Wisconsin,58819.0,"I was fishing in northwest Barron county late September of 2011. I made a cast and followed my lure in flight when it hit the water I noticed movement beyond my lure.on  the side of the hill. I couldn't believe my eyes it was grey about seven or eight feet tall it was hard to judge the height because of the steepness of the hill. it was hanging on to one tree and grabbing another when it was coming down the hill. it froze in its tracks when it noticed me looking at him. He slowly pulled him self back up the hill, then he stood there for 2 seconds and looked at me; then he continued up the hill, never making a sound. I was about 20 yards away. I went home and rationalized it for a couple of days,before I told my friend about what I had seen,before I could describe it to him he told me what color it was. He said it was seen the same time the year before on the ice age trail, about a quarter mile from his house."
63091,Report 63091: Sasquatch sighting by motorists along South Turcott Road six miles north of Tripoli,Class A,2019-07-09T12:00:00Z,45.63092,-90.02283,2019,Wisconsin,63091.0,"On Sunday, July 07, 2019, my brother, sister and I took an excursion through Northern Wisconsin.  We were traveling north on South Turcott Road, approximately 6.5 miles north of Tripoli, WI.  Turcott is a rough, gravel road and we were traveling approximately 10-15 mph in a Chevy Suburban.  My brother was driving, I was in the front passenger seat, and our sister was in the right rear passenger seat. The day was clear and cool.  Our windows were rolled up because the deer flies were very thick.  As we drove through the forest, we came to a clearing to our right, on the east side of the road.  The clearing had a lot of brush and fallen logs as it had been logged off.  Across the clearing to our east, approximately 100-150 yards away, the forest began again. I was looking out across the clearing when I saw a large, reddish-brown, upright figure running along the edge of the trees in the distance.  It seemed to be hunched over as it ran.  It was too large to be a deer, and did not have a proper height, or gait, for a bear.  I only saw it for a moment before my view was obstructed by brush.  I wasn’t sure what I saw so I turned to my brother and said, “I think I just saw…”  At that moment, he abruptly stopped the vehicle and pointed out my window and yelled, “THERE!!!”  My sister and I both looked, but it was gone. I asked my brother what he saw and he said it was a big, hairy, reddish-brown figure with no neck, nor muzzle - thick, and too tall to be a deer.  He said it was standing upright on the edge of the woods.  He estimated it to be about six feet in height and he said he saw it look over its shoulder before it ran into the woods.  He also said the smaller trees moved aside like it was pushing its way into the woods. After he told me what he saw, I told him that what I saw was exactly the same color and I’d have described it exactly the same way: Big, hairy, reddish-brown, and hunched over."
69467,Report 69467: Motorist sighting of a sasquatch LAST NIGHT 25 miles northwest of Milwaukee,Class A,2021-07-18T12:00:00Z,43.26699,-88.29105,2021,Wisconsin,69467.0,My son reported seeing a two legged large figure covered in fur at approximately 8:30pm on July 18 2021 while driving eastbound on Pleasant Hill road roughly 1.5 miles west of Hwy 164 in Richfield WI. This figure was standing right next to a tree on the south side of the road close to the shoulder.  The road is curvy in this area.  He said he also caught eye shine and the eyes were large.  We said he probably saw this for about 3 seconds while driving.  His headlights caught this and he is 100% positive he saw something.  He said his heart dropped and he immediately called me while still driving.  I knew something unique happened based on his demeanor and tone. About 45 minutes after he called me I met him at home and went back to the site with him. We brought our dog.  Every time we stopped or approached this area where the sighting was he started to whimper and would not get any closer.
46528,Report 46528: Very close observation of a road crossing at night near Quinwood,Class A,2014-09-05T12:00:00Z,38.12852,-80.6754,2014,West Virginia,46528.0,"On my way to work this evening, at 8:46pm, I was driving down the mountain, when I saw what I thought was a bear, I slowed down, just in case it ran out in front of me, when it stepped over the guardrail, I knew it wasn't a bear. Rolled my window up, it turned, looked at me, had my bright lights on, in two steps crossed the two lane road , then went up the mountain. Scared, omg, can't believe what I saw, still shook up ! Very dark, that animal was dark, matted hair, from what I could see in my headlights. My guess, height wise, close to nine foot. Very tall. Happened on Carl mountain, near Quinwood, West Virginia."
51471,Report 51471: Squirrel hunter observed in the early morning by a tree peeker on Curtain Mountain,Class A,2015-11-21T12:00:00Z,38.2845,-80.6385,2015,West Virginia,51471.0,"I live in Craigsville, West Virginia and I've heard stories about bigfoot but never believed them until one morning. I went squirrel hunting and saw one go up a tree. I grabbed a stick and started to hit the tree to see if I can get the squirrel to move out of the tree. I sat there for a few minutes and walked off. I walked away from the tree and heard some knocks off in the distances. I thought it was some thing else so I kept on going. I walked for a few more minutes and I looked back. There was something behind a tree looking at me. It was about eight to nine feet tall. I had no idea what to do, so I ran away."
45498,Report 45498: Strange occurrences are ongoing at a rural home outside Talladega,Class B,2014-07-27T12:00:00Z,33.24084,-85.7894,2014,Alabama,45498.0,"I heard my dogs barking and howling outside. I got my flashlight and opened my door to look out. As I was scanning the woods, my light caught two sets of eye shine. One was approx. seven to eight feet off the ground standing beside a tree. The other was around six feet off the ground standing on the other side of the tree. They were around 15 to 20 feet inside the wood line. It scared the crap out of me, every hair on my body stood on end. This sorta stuff has been going on for the past three years. My dogs start barking every night around 9:30 to 10:00 pm."
71896,Report 71896: LAST SUNDAY: Possible road crossing sighting of a sasquatch 5 miles NE of Gulf Shores,Class B,2021-11-21T12:00:00Z,30.31786,-87.64934,2021,Alabama,71896.0,"Sunday morning around 9 am I was driving on the beach express heading north. It was a beautiful morning. Sun shining and clear. There is an area of nothing but trees and brush which goes on for a mile or two. After that the road goes into a ""s"" turn which is probably a mile or so in length. Coming into the last right hand part of the s turn, I saw what I first thought was a man running from the left to the right across the highway. I thought, ""what is this guy doing running across the highway out here?"" I could see shoulders moving and arms swinging. It was upright and fast, but I couldn't see any other detail from my distance. It just seemed really dark brown or black. I couldn't make out shoes or clothing or skin. Whatever it was, it did not slow down once it had made it across the road. It continued at the same speed into the trees. I slowed down almost to a stop where it appeared to enter the trees. I could see into the trees a good distance, but saw nothing. It was gone."
62203,"Report 62203: Intimidation of deer hunter one mile from ""Arkansas Sphinx"" rock formation.",Class B,2018-11-22T12:00:00Z,35.55535,-93.1716,2018,Arkansas,62203.0,"howls, whoop's, either rocks banging together or wood knocks or both. there was also a terrible odor and heavy breathing outside my deer blind. breaking limbs as it was going through the woods also. heavy footsteps."
72313,Report 72313: Possible daylight sighting by motorist 2 miles north of Mena,Class B,2018-08-08T12:00:00Z,34.61197,-94.21684,2018,Arkansas,72313.0,"It was about 3:30 pm. and I was driving a backroad to Wal-Mart.  There is a spot where I always look to see if traffic is coming in my direction.  I looked up and saw a really tall man in what I thought was an old fashioned sweat suit with the hood up.  My first thought was why is he hunched over, then why was he wearing a sweat suite as it was 88 degrees out. I thought nothing of it until his arm stretched out behind him and I was like no way is that human.  It was very, very tall, medium to dark gray, and just didn't seem like a person. It took me less than twenty seconds to reach where he would cross, but I say nothing.  This was on August 8, 2018.  Since that time, every time I take that road, I try to figure out what I saw.  It was so bizarre."
